Gene Name,Chromosome Name,Gene Start (bp),Gene End (bp),Description
Medtr7g088420,chr7,34435237,34441658,"K01209 - alpha-N-arabinofuranosidase (E3.2.1.55, abfA)  (1 of 9)"
Medtr3g008090,chr3,1315517,1317067,"K17637 - exocyst complex component 2 (EXOC2, SEC5)  (1 of 2)"
Medtr1g033110,chr1,11893699,11893914,
Medtr6g464450,chr6,22470788,22471428,PF07127 - Late nodulin protein (Nodulin_late)  (1 of 603)
Medtr4g099210,chr4,41109644,41113840,PTHR23056:SF41 - CALCINEURIN B-LIKE PROTEIN 9 (1 of 3)
Medtr2g076680,chr2,32102312,32110103,"K03846 - alpha-1,2-mannosyltransferase (ALG9)  (1 of 1)"
Medtr8g096310,chr8,40382758,40385234,PTHR10791:SF22 - BIDIRECTIONAL SUGAR TRANSPORTER SWEET10 (1 of 4)
Medtr8g016630,chr8,5622353,5622703,
Medtr3g111600,chr3,52163809,52164765,PTHR13778:SF6 - GALACTURONOSYLTRANSFERASE-LIKE 1-RELATED (1 of 3)
Medtr1g442730,chr1,15884513,15886275,KOG0156 - Cytochrome P450 CYP2 subfamily (1 of 174)
Medtr7g076710,chr7,28929500,28935603,K07178 - RIO kinase 1 (RIOK1)  (1 of 3)
Medtr3g078623,chr3,35438534,35441319,PTHR23213:SF239 - FORMIN-LIKE PROTEIN 4-RELATED (1 of 3)
Medtr1g075610,chr1,33481869,33484141,K07760 - cyclin-dependent kinase [EC:2.7.11.22] (CDK)  (1 of 2)
Medtr7g084490,chr7,32616739,32616993,
Medtr8g101710,chr8,42762703,42766823,PTHR11034:SF23 - N-MYC DOWNREGULATED-LIKE 3 PROTEIN (1 of 2)
Medtr7g076270,chr7,28697236,28697858,
Medtr7g073570,chr7,27505208,27506542,PF14111 - Domain of unknown function (DUF4283) (DUF4283)  (1 of 116)
Medtr7g108560,chr7,44226657,44228944,PTHR22814:SF75 - HEAVY METAL TRANSPORT/DETOXIFICATION DOMAIN-CONTAINING PROTEIN (1 of 2)
Medtr1g030720,chr1,10717264,10725174,
Medtr5g064530,chr5,27102666,27103515,
Medtr2g060900,chr2,25831356,25837685,PTHR33405:SF6 - PROTEIN FLX-LIKE 1 (1 of 1)
Medtr1g063910,chr1,28073328,28077943,
Medtr1g019620,chr1,5938193,5941945,
Medtr7g032860,chr7,11574248,11576097,PTHR33527:SF4 - F13F21.27 PROTEIN-RELATED (1 of 6)
Medtr5g073340,chr5,31234202,31235957,PF07723 - Leucine Rich Repeat (LRR_2)  (1 of 79)
Medtr2g015650,chr2,4663430,4665753,3.1.1.49 - Sinapine esterase (1 of 20)
Medtr4g058900,chr4,21697270,21698035,
Medtr3g012020,chr3,3174857,3176250,PTHR33470:SF4 - ARABINOGALACTAN PROTEIN 31 (1 of 9)
Medtr1g009750,chr1,1493125,1494825,
Medtr8g038090,chr8,14119280,14119673,PTHR10502:SF99 - ANNEXIN D3 (1 of 2)
Medtr1g113010,chr1,51277135,51279295,PF01535//PF13041//PF13812 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // Pentatricopeptide repeat domain (PPR_3)  (1 of 43)
Medtr2g056020,chr2,24017466,24017955,
Medtr7g055870,chr7,18982709,18983989,PF00646 - F-box domain (F-box)  (1 of 811)
Medtr3g465600,chr3,26564199,26578240,K18270 - Rab3 GTPase-activating protein catalytic subunit (RAB3GAP1)  (1 of 3)
Medtr2g098880,chr2,42334048,42338380,
Medtr2g100570,chr2,43232492,43235537,
Medtr7g081700,chr7,31228785,31232855,K07874 - Ras-related protein Rab-1A (RAB1A)  (1 of 4)
Medtr3g112190,chr3,52538217,52543098,K12402 - AP-4 complex subunit mu-1 (AP4M1)  (1 of 2)
Medtr2g100690,chr2,43285082,43285429,
Medtr8g107300,chr8,45336413,45337723,PTHR33077:SF17 - PROTEIN TIFY 5A-RELATED (1 of 3)
Medtr0263s0020,scaffold0263,14337,15516,PTHR11177//PTHR11177:SF190 - CHITINASE // SUBFAMILY NOT NAMED (1 of 17)
Medtr5g019795,chr5,7506182,7508100,
Medtr1g015140,chr1,3734089,3734958,PF03106 - WRKY DNA -binding domain (WRKY)  (1 of 108)
Medtr7g080117,chr7,30448458,30456962,
Medtr4g105490,chr4,43772617,43778359,
Medtr3g088565,chr3,40295219,40297253,PTHR10209:SF189 - 1-AMINOCYCLOPROPANE-1-CARBOXYLATE OXIDASE 5 (1 of 1)
Medtr4g108060,chr4,44788813,44791239,PF13041 - PPR repeat family (PPR_2)  (1 of 599)
Medtr1g087790,chr1,39288571,39294055,
Medtr4g044313,chr4,14874737,14875695,
Medtr1g049240,chr1,19021265,19021930,"PTHR33184:SF8 - BETA-1,3-N-ACETYLGLUCOSAMINYLTRANSFERASE FAMILY PROTEIN (1 of 7)"
Medtr4g015930,chr4,4839160,4846872,
Medtr1g054305,chr1,23369732,23377123,K12501 - homogentisate solanesyltransferase (HST)  (1 of 1)
Medtr4g126960,chr4,52651088,52657503,
Medtr5g037720,chr5,16501121,16503977,PTHR11017//PTHR11017:SF162 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 76)
Medtr3g451530,chr3,18649665,18650869,
Medtr3g080040,chr3,36183696,36190223,PTHR21231:SF7 - GPN-LOOP GTPASE 3 (1 of 1)
Medtr3g072620,chr3,32674759,32678924,PTHR31423:SF3 - PROLYL-TRNA SYNTHETASE ASSOCIATED DOMAIN-CONTAINING PROTEIN 1-RELATED (1 of 1)
Medtr2g083110,chr2,34894496,34895168,PF00234 - Protease inhibitor/seed storage/LTP family (Tryp_alpha_amyl)  (1 of 34)
Medtr7g028310,chr7,9546647,9551308,PF07127 - Late nodulin protein (Nodulin_late)  (1 of 603)
Medtr7g445910,chr7,15578710,15581229,
Medtr7g005860,chr7,373312,373836,
Medtr6g048150,chr6,17369636,17370552,
Medtr3g111690,chr3,52232483,52235165,PTHR31116:SF5 - 3-METHYLADENINE GLYCOSYLASE I-RELATED (1 of 1)
Medtr1g031070,chr1,18343661,18343918,
Medtr4g063940,chr4,23827198,23830027,"PTHR27001:SF191 - PROTEIN KINASE APK1A, CHLOROPLASTIC-RELATED (1 of 6)"
Medtr3g007590,chr3,1071207,1072461,PF00954//PF01453 - S-locus glycoprotein domain (S_locus_glycop)  // D-mannose binding lectin (B_lectin)  (1 of 3)
Medtr4g012410,chr4,3313237,3314940,
Medtr6g078160,chr6,29348099,29349925,PF12854//PF13041 - PPR repeat (PPR_1)  // PPR repeat family (PPR_2)  (1 of 34)
Medtr4g116220,chr4,48083272,48084283,
Medtr3g114700,chr3,53562677,53565345,PF13041 - PPR repeat family (PPR_2)  (1 of 599)
Medtr8g086520,chr8,35894100,35898495,PTHR11119//PTHR11119:SF47 - XANTHINE-URACIL / VITAMIN C PERMEASE FAMILY MEMBER // SUBFAMILY NOT NAMED (1 of 3)
Medtr7g105630,chr7,42836108,42841463,
Medtr5g041530,chr5,18229014,18231781,PTHR31089:SF4 - CYCLIC DOF FACTOR 2-RELATED (1 of 12)
Medtr4g029440,chr4,10172035,10176191,PTHR12313:SF0 - RING FINGER PROTEIN 5 (1 of 2)
Medtr5g075960,chr5,32333905,32346733,
Medtr3g010273,chr3,2383687,2385598,
Medtr8g073020,chr8,30869169,30869812,PF13966 - zinc-binding in reverse transcriptase (zf-RVT)  (1 of 19)
Medtr5g024500,chr5,9853325,9854611,PF00628//PF13508//PF16135 - PHD-finger (PHD)  // Acetyltransferase (GNAT) domain (Acetyltransf_7)  // TPL-binding domain in jasmonate signalling (Jas)  (1 of 4)
Medtr4g051370,chr4,18333839,18335689,K02704 - photosystem II CP47 chlorophyll apoprotein (psbB)  (1 of 3)
Medtr8g072740,chr8,30760255,30760476,
Medtr2g024960,chr2,8834893,8835150,5.99.1.2 - DNA topoisomerase / Untwisting enzyme (1 of 36)
Medtr8g442840,chr8,16274426,16275862,
Medtr7g007490,chr7,1515108,1517630,PTHR10791:SF52 - BIDIRECTIONAL SUGAR TRANSPORTER SWEET9 (1 of 2)
Medtr5g081100,chr5,34710741,34713145,PTHR10795//PTHR10795:SF348 - PROPROTEIN CONVERTASE SUBTILISIN/KEXIN // SUBFAMILY NOT NAMED (1 of 9)
Medtr2g036500,chr2,15794417,15795779,2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1760)
Medtr4g121840,chr4,50265218,50272791,
Medtr3g084690,chr3,38248707,38249864,
Medtr2g101660,chr2,43736872,43737893,
Medtr7g082860,chr7,31777246,31792673,
Medtr2g011560,chr2,2819772,2820492,PTHR10332:SF38 - EQUILIBRATIVE NUCLEOTIDE TRANSPORTER 5-RELATED (1 of 6)
Medtr2g020950,chr2,7045899,7046723,1.8.4.12 - Peptide-methionine (R)-S-oxide reductase / Selenoprotein R (1 of 5)
Medtr4g037690,chr4,15033941,15037976,PTHR22950:SF269 - EXPRESSED PROTEIN (1 of 4)
Medtr6g033295,chr6,10620085,10621994,
Medtr3g009030,chr3,1753150,1759915,PTHR10551//PTHR10551:SF13 - FASCIN // SUBFAMILY NOT NAMED (1 of 5)
Medtr5g073470,chr5,31281334,31282473,
Medtr6g445490,chr6,15864648,15871989,
Medtr1g059880,chr1,26065597,26067457,PF03101 - FAR1 DNA-binding domain (FAR1)  (1 of 70)
Medtr4g120230,chr4,49828585,49831428,
Medtr5g022180,chr5,8707162,8708042,PTHR24078 - DNAJ HOMOLOG SUBFAMILY C MEMBER (1 of 131)
Medtr4g025940,chr4,8900342,8900869,1.14.13.120 - Costunolide synthase (1 of 13)
Medtr5g068820,chr5,29157764,29161662,PTHR12121//PTHR12121:SF44 - CARBON CATABOLITE REPRESSOR PROTEIN 4 // SUBFAMILY NOT NAMED (1 of 3)
Medtr5g008910,chr5,2005634,2006804,PTHR32212:SF112 - FBD / LEUCINE RICH REPEAT DOMAINS CONTAINING PROTEIN-RELATED (1 of 7)
Medtr4g032750,chr4,11312661,11313422,3.2.1.18 - Exo-alpha-sialidase / Sialidase (1 of 1)
Medtr4g058910,chr4,21699022,21702492,PTHR10071:SF184 - GATA TRANSCRIPTION FACTOR 10-RELATED (1 of 2)
Medtr3g109932,chr3,50709187,50714261,
Medtr2g070110,chr2,29502243,29504071,"PTHR11260//PTHR11260:SF195 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED (1 of 4)"
Medtr7g106320,chr7,43238674,43244501,
Medtr2g013190,chr2,3510400,3514276,PTHR35130:SF1 - MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 16 (1 of 10)
Medtr7g106910,chr7,43561891,43565171,K06611 - stachyose synthetase (E2.4.1.67)  (1 of 4)
Medtr2g079830,chr2,33642906,33645377,PF06749 - Protein of unknown function (DUF1218) (DUF1218)  (1 of 19)
Medtr4g132340,chr4,55301586,55307730,K14557 - U3 small nucleolar RNA-associated protein 6 (UTP6)  (1 of 1)
Medtr5g005570,chr5,505257,508123,PTHR10209:SF90 - GIBBERELLIN 2-BETA-DIOXYGENASE 7-RELATED (1 of 3)
Medtr8g062700,chr8,26198402,26215827,
Medtr2g060500,chr2,24931553,24932371,PF04640 - PLATZ transcription factor (PLATZ)  (1 of 20)
Medtr7g100315,chr7,40293798,40294055,
Medtr1g057730,chr1,25392756,25394738,PTHR19446//PTHR19446:SF368 - REVERSE TRANSCRIPTASES // SUBFAMILY NOT NAMED (1 of 15)
Medtr0402s0020,scaffold0402,4109,5216,
Medtr8g011120,chr8,2882926,2884991,PTHR14379:SF6 - EMB (1 of 11)
Medtr2g020520,chr2,6836281,6842446,PTHR23012//PTHR23012:SF84 - MEMBRANE ASSOCIATED RING FINGER // SUBFAMILY NOT NAMED (1 of 3)
Medtr7g026215,chr7,8677506,8678892,
Medtr8g046830,chr8,18698033,18699396,
Medtr3g105690,chr3,48748919,48750711,
Medtr8g020443,chr8,7171685,7173118,
Medtr7g070240,chr7,25906925,25917323,K14834 - nucleolar complex protein 3 (NOC3)  (1 of 1)
Medtr3g007450,chr3,1027250,1027408,2.7.7.49 - RNA-directed DNA polymerase / Revertase (1 of 138)
Medtr3g113630,chr3,53204821,53219107,PTHR24115:SF480 - ATP BINDING MICROTUBULE MOTOR FAMILY PROTEIN (1 of 1)
Medtr3g005140,chr3,78652,81355,
Medtr3g027650,chr3,8695587,8699084,
Medtr1g053480,chr1,22516955,22517382,
Medtr6g071700,chr6,25996356,26000795,K19054 - frataxin (FXN)  (1 of 2)
Medtr6g052340,chr6,18273765,18278897,PTHR31399:SF0 - DNA-DIRECTED PRIMASE/POLYMERASE PROTEIN (1 of 2)
Medtr1g069625,chr1,30280267,30281766,
Medtr8g087680,chr8,36243855,36244792,K00434 - L-ascorbate peroxidase (E1.11.1.11)  (1 of 8)
Medtr1g019980,chr1,6113364,6113732,
Medtr1g085180,chr1,38037221,38038659,
Medtr1g094065,chr1,42248903,42254009,PTHR11071:SF200 - CYCLOPHILIN-LIKE PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FAMILY PROTEIN-RELATED (1 of 2)
Medtr1g035200,chr1,12606155,12608730,K14800 - pre-rRNA-processing protein TSR2 (TSR2)  (1 of 6)
Medtr4g110030,chr4,45804883,45808696,PF10250 - GDP-fucose protein O-fucosyltransferase (O-FucT)  (1 of 42)
Medtr4g116160,chr4,48032435,48040442,
Medtr5g044695,chr5,19613124,19614757,PF03106 - WRKY DNA -binding domain (WRKY)  (1 of 108)
Medtr7g072590,chr7,27022942,27026299,
Medtr5g010850,chr5,2999946,3000360,
Medtr3g102800,chr3,47362171,47364595,2.1.1.2 - Guanidinoacetate N-methyltransferase (1 of 1)
Medtr2g007710,chr2,1084297,1084843,
Medtr1g055440,chr1,24564458,24564676,
Medtr8g098955,chr8,41474408,41477159,PF01535//PF13041//PF13812 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // Pentatricopeptide repeat domain (PPR_3)  (1 of 43)
Medtr4g102190,chr4,42339385,42340633,PTHR19432:SF38 - SUCROSE TRANSPORT PROTEIN SUC1-RELATED (1 of 10)
Medtr3g435760,chr3,11786657,11787348,
Medtr8g099725,chr8,42208505,42216041,
Medtr4g131760,chr4,54969308,54974189,"PTHR22572:SF119 - GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE LARGE SUBUNIT 1, CHLOROPLASTIC (1 of 1)"
Medtr3g011910,chr3,3098938,3104276,
Medtr5g080030,chr5,34254593,34257678,PF00505//PF01388//PF09011 - HMG (high mobility group) box (HMG_box)  // ARID/BRIGHT DNA binding domain (ARID)  // HMG-box domain (HMG_box_2)  (1 of 1)
Medtr2g103440,chr2,44534963,44535988,PF05553 - Cotton fibre expressed protein (DUF761)  (1 of 50)
Medtr7g074790,chr7,27978396,27979312,PF03101 - FAR1 DNA-binding domain (FAR1)  (1 of 70)
Medtr3g080590,chr3,36467363,36467839,
Medtr4g051420,chr4,18345868,18346146,"K02965 - small subunit ribosomal protein S19 (RP-S19, rpsS)  (1 of 3)"
Medtr4g131540,chr4,54878186,54879240,"K02864 - large subunit ribosomal protein L10 (RP-L10, MRPL10, rplJ)  (1 of 1)"
Medtr2g092960,chr2,39563388,39569693,PF03004 - Plant transposase (Ptta/En/Spm family) (Transposase_24)  (1 of 1)
Medtr0003s0610,scaffold0003,343279,343552,
Medtr5g036670,chr5,16020987,16035547,K11644 - paired amphipathic helix protein Sin3a (SIN3A)  (1 of 3)
Medtr7g111530,chr7,45773404,45777913,
Medtr1g051825,chr1,20727036,20747784,
Medtr8g103030,chr8,43391289,43394828,K14484 - auxin-responsive protein IAA (IAA)  (1 of 24)
Medtr7g069700,chr7,25697439,25703510,PTHR23083:SF420 - ETO1-LIKE PROTEIN 2-RELATED (1 of 2)
Medtr4g094668,chr4,38685187,38693786,
Medtr3g107420,chr3,49555719,49561649,
Medtr3g449780,chr3,17001316,17001576,
Medtr8g059125,chr8,20671850,20679163,"K15377 - solute carrier family 44 (choline transporter-like protein), member 2/4/5 (SLC44A2_4_5)  (1 of 2)"
Medtr8g066120,chr8,27463868,27470317,
Medtr5g035830,chr5,15595819,15596132,
Medtr5g024970,chr5,10093945,10098560,
Medtr1g093750,chr1,42060309,42063379,PTHR12565//PTHR12565:SF139 - STEROL REGULATORY ELEMENT-BINDING PROTEIN // SUBFAMILY NOT NAMED (1 of 1)
Medtr1g102950,chr1,46545713,46554792,
Medtr6g088785,chr6,33907265,33912187,PF00069//PF00560//PF08263 - Protein kinase domain (Pkinase)  // Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  (1 of 24)
Medtr4g072840,chr4,27559121,27559453,PF02519 - Auxin responsive protein (Auxin_inducible)  (1 of 142)
Medtr4g035220,chr4,12069732,12073031,PTHR12112//PTHR12112:SF15 - BNIP - RELATED // SUBFAMILY NOT NAMED (1 of 2)
Medtr0271s0040,scaffold0271,11453,12598,PF13855 - Leucine rich repeat (LRR_8)  (1 of 558)
Medtr8g054400,chr8,19768909,19773374,
Medtr8g040520,chr8,15076193,15077556,PTHR11783//PTHR11783:SF89 - SULFOTRANSFERASE  SULT // SUBFAMILY NOT NAMED (1 of 16)
Medtr1g022405,chr1,7122386,7127664,PTHR13061//PTHR13061:SF9 - DYNACTIN SUBUNIT P25 // SUBFAMILY NOT NAMED (1 of 2)
Medtr8g079030,chr8,33713625,33719042,PTHR11757:SF6 - PROLYL OLIGOPEPTIDASE FAMILY PROTEIN (1 of 1)
Medtr6g069870,chr6,25205833,25209601,
Medtr4g122260,chr4,50484127,50485046,PTHR10891//PTHR10891:SF629 - EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 1)
Medtr3g007910,chr3,1238773,1241322,KOG0254 - Predicted transporter (major facilitator superfamily) (1 of 73)
Medtr1g052175,chr1,21063765,21069543,"K01070 - S-formylglutathione hydrolase (frmB, ESD, fghA)  (1 of 2)"
Medtr7g112580,chr7,46310828,46313070,PTHR31707:SF34 - PECTINESTERASE/PECTINESTERASE INHIBITOR 22-RELATED (1 of 1)
Medtr7g086300,chr7,33465973,33471661,2.1.1.14 - 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase / Tetrahydropteroylglutamate-homocysteine transmethylase (1 of 3)
Medtr6g086240,chr6,32364361,32365619,PTHR18934:SF83 - PRE-MRNA-SPLICING FACTOR ATP-DEPENDENT RNA HELICASE DHX16-RELATED (1 of 2)
Medtr3g117850,chr3,55176986,55180002,
Medtr1g080740,chr1,35903974,35906750,PTHR27003:SF7 - RECEPTOR-LIKE PROTEIN KINASE ANXUR1-RELATED (1 of 7)
Medtr2g078740,chr2,32920536,32933510,
Medtr4g073590,chr4,27915891,27917515,PTHR11913:SF16 - ACTIN-DEPOLYMERIZING FACTOR 5-RELATED (1 of 1)
Medtr3g092040,chr3,42011518,42013354,
Medtr2g104170,chr2,44888270,44889846,
Medtr3g063230,chr3,28611460,28613057,
Medtr1g020080,chr1,6171590,6176327,PTHR24012:SF403 - POLYADENYLATE-BINDING PROTEIN RBP47A (1 of 3)
Medtr3g113190,chr3,52893191,52902486,
Medtr8g087650,chr8,36213029,36216071,PTHR23155//PTHR23155:SF554 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 89)
Medtr7g083500,chr7,32119747,32122991,K13430 - serine/threonine-protein kinase PBS1 (PBS1)  (1 of 2)
Medtr1g034060,chr1,12320838,12324454,"PTHR10209//PTHR10209:SF98 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED (1 of 10)"
Medtr0054s0220,scaffold0054,71736,73146,
Medtr3g077730,chr3,34956954,34958945,PTHR10093 - IRON-SULFUR CLUSTER ASSEMBLY ENZYME  NIFU HOMOLOG (1 of 2)
Medtr4g026780,chr4,9230791,9239736,
Medtr4g092320,chr4,36603568,36603777,PF00646 - F-box domain (F-box)  (1 of 811)
Medtr8g469750,chr8,25437860,25443637,3.5.4.17 - Adenosine-phosphate deaminase (1 of 2)
Medtr1g041240,chr1,18355186,18377688,
Medtr4g122920,chr4,50698221,50705659,2.3.1.45 - N-acetylneuraminate 7-O(or 9-O)-acetyltransferase (1 of 2)
Medtr1g046830,chr1,17676270,17677231,2.5.1.18 - Glutathione transferase / S-(hydroxyalkyl)glutathione lyase (1 of 128)
Medtr3g080320,chr3,36325532,36326160,PTHR24006:SF442 - PROTEIN GADR-4 (1 of 2)
Medtr6g453270,chr6,18745929,18748604,
Medtr1g061800,chr1,26984252,26989019,4.3.1.19 - Threonine ammonia-lyase / Threonine dehydratase (1 of 1)
Medtr5g073880,chr5,31395683,31396569,PTHR31221:SF20 - WRKY TRANSCRIPTION FACTOR 12-RELATED (1 of 12)
Medtr5g093820,chr5,40959806,40960150,PF14368 - Probable lipid transfer (LTP_2)  (1 of 68)
Medtr8g073345,chr8,31114408,31116213,
Medtr8g036270,chr8,13432180,13439407,
Medtr2g037190,chr2,16137937,16138462,PTHR36788:SF1 - DEFENSIN-LIKE PROTEIN 181-RELATED (1 of 16)
Medtr2g102380,chr2,44094560,44096158,PTHR32295:SF13 - CALMODULIN BINDING PROTEIN IQD22 (1 of 2)
Medtr8g447220,chr8,18538541,18545058,K16280 - E3 ubiquitin-protein ligase RGLG [EC:6.3.2.19] (RGLG)  (1 of 10)
Medtr7g007300,chr7,1420954,1422575,PF00646//PF07734 - F-box domain (F-box)  // F-box associated (FBA_1)  (1 of 115)
Medtr1g057920,chr1,25487771,25488142,PF03101 - FAR1 DNA-binding domain (FAR1)  (1 of 70)
Medtr3g116395,chr3,54435229,54435652,PF10950 - Protein of unknown function (DUF2775) (DUF2775)  (1 of 9)
Medtr1g024830,chr1,7921698,7923227,PF12776 - Myb/SANT-like DNA-binding domain (Myb_DNA-bind_3)  (1 of 65)
Medtr6g074500,chr6,27538513,27539940,
Medtr6g048440,chr6,17494177,17499421,
Medtr7g108210,chr7,44004602,44005436,1.8.1.7//1.8.1.9 - Glutathione-disulfide reductase / NADPH:oxidized-glutathione oxidoreductase // Thioredoxin-disulfide reductase / Thioredoxin reductase (NADPH) (1 of 2)
Medtr3g096940,chr3,44380595,44383167,
Medtr4g013190,chr4,3573129,3573497,
Medtr4g065810,chr4,24750879,24751775,
Medtr3g095490,chr3,43632852,43636299,"K01956 - carbamoyl-phosphate synthase small subunit (carA, CPA1)  (1 of 2)"
Medtr4g084980,chr4,33186509,33186724,
Medtr2g027490,chr2,10056993,10057745,
Medtr2g072940,chr2,30858113,30865683,
Medtr7g106050,chr7,43076086,43077352,PTHR31415:SF2 - LATE EMBRYOGENESIS ABUNDANT HYDROXYPROLINE-RICH GLYCOPROTEIN-RELATED (1 of 5)
Medtr2g086890,chr2,36521938,36525784,
Medtr8g106030,chr8,44752659,44755071,PTHR22936:SF38 - RHOMBOID-LIKE PROTEIN 4 (1 of 5)
Medtr2g078410,chr2,32671259,32671679,
Medtr1g013030,chr1,2798487,2801061,PTHR15430 - FKBP-ASSOCIATED PROTEIN (1 of 2)
Medtr6g072492,chr6,26840826,26841029,
Medtr8g102540,chr8,43172098,43175969,
Medtr8g074910,chr8,31669131,31672146,
Medtr7g115530,chr7,47743113,47747452,
Medtr1g077220,chr1,34459056,34459533,
Medtr0027s0250,scaffold0027,145246,147582,"K02887 - large subunit ribosomal protein L20 (RP-L20, MRPL20, rplT)  (1 of 4)"
Medtr1g013350,chr1,3381303,3383894,
Medtr2g043030,chr2,18732619,18733579,PTHR31985:SF34 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR ERF018 (1 of 11)
Medtr8g028190,chr8,10524289,10528673,
Medtr2g010880,chr2,2569263,2571086,
Medtr7g098730,chr7,39527375,39532561,PTHR11999:SF70 - AROMATIC-L-AMINO-ACID DECARBOXYLASE (1 of 2)
Medtr4g063895,chr4,23782400,23784503,PTHR12276:SF10 - ENTH/VHS FAMILY PROTEIN (1 of 1)
Medtr1g109550,chr1,49547628,49548059,"K14442 - ATP-dependent RNA helicase DHX36 (DHX36, RHAU)  (1 of 6)"
Medtr4g021410,chr4,6956705,6962668,PTHR11732:SF223 - ALDO-KETO REDUCTASE FAMILY 4 MEMBER C10 (1 of 5)
Medtr3g072430,chr3,32560390,32566153,
Medtr7g029130,chr7,10229115,10232937,
Medtr1g106075,chr1,48006741,48007669,PF05479 - Photosystem I reaction centre subunit N (PSAN or PSI-N) (PsaN)  (1 of 3)
Medtr6g078853,chr6,29650399,29651004,PTHR13148 - PER1-RELATED (1 of 3)
Medtr3g107560,chr3,49608024,49608854,K15718 - linoleate 9S-lipoxygenase (LOX1_5)  (1 of 22)
Medtr5g030020,chr5,12622359,12627820,"KOG0106//KOG0110//KOG0131 - Alternative splicing factor SRp55/B52/SRp75 (RRM superfamily) // RNA-binding protein (RRM superfamily) // Splicing factor 3b, subunit 4 (1 of 1)"
Medtr4g094828,chr4,39074626,39076429,2.3.1.188 - Omega-hydroxypalmitate O-feruloyl transferase / O-hydroxycinnamoyltransferase (1 of 11)
Medtr1g097910,chr1,44132269,44133790,2.3.1.74 - Naringenin-chalcone synthase / Flavonone synthase (1 of 23)
Medtr4g109420,chr4,45443894,45454052,
Medtr1g067550,chr1,29135304,29136323,
Medtr6g087990,chr6,33125423,33127659,PTHR10430 - PEROXIREDOXIN (1 of 3)
Medtr2g100240,chr2,43043750,43050653,
Medtr5g021170,chr5,8129601,8131655,PTHR20921:SF1 - PROTEIN RTE1-HOMOLOG (1 of 1)
Medtr8g027200,chr8,9516045,9517869,PTHR23070:SF13 - P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASES SUPERFAMILY PROTEIN (1 of 3)
Medtr7g064200,chr7,23475606,23475887,
Medtr7g094100,chr7,37454509,37457884,PTHR27006:SF36 - LRR RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE RKF3-RELATED (1 of 2)
Medtr5g023730,chr5,9424158,9429907,"PTHR24095:SF119 - ACYL-ACTIVATING ENZYME 1, PEROXISOMAL-RELATED (1 of 3)"
Medtr8g042200,chr8,15906280,15907066,
Medtr3g092960,chr3,42491364,42492461,
Medtr1g085160,chr1,38021654,38027094,
Medtr4g080940,chr4,31301852,31302101,
Medtr2g065670,chr2,27532053,27537913,PTHR22847:SF424 - TOPLESS-RELATED PROTEIN 2-RELATED (1 of 7)
Medtr4g134370,chr4,56258117,56263708,
Medtr5g064740,chr5,27188179,27188457,PTHR10168//PTHR10168:SF110 - GLUTAREDOXIN // SUBFAMILY NOT NAMED (1 of 24)
Medtr4g088935,chr4,35527425,35533991,"K03144 - transcription initiation factor TFIIH subunit 4 (TFIIH4, GTF2H4, TFB2)  (1 of 2)"
Medtr3g053110,chr3,21085658,21086979,
Medtr6g043460,chr6,15049777,15052185,K00430 - peroxidase (E1.11.1.7)  (1 of 117)
Medtr4g057710,chr4,21228520,21230937,
Medtr2g022010,chr2,7527304,7529697,PF05278 - Arabidopsis phospholipase-like protein (PEARLI 4) (PEARLI-4)  (1 of 10)
Medtr7g092820,chr7,36832869,36835880,PTHR12231:SF111 - MATRIX-REMODELING-ASSOCIATED PROTEIN 8 (1 of 2)
Medtr7g086960,chr7,33824449,33826853,PTHR10641:SF473 - MYB TRANSCRIPTION FACTOR (1 of 3)
Medtr6g044780,chr6,15504988,15505954,PF00197 - Trypsin and protease inhibitor (Kunitz_legume)  (1 of 49)
Medtr5g027920,chr5,11654842,11663213,
Medtr1g071350,chr1,31661031,31662922,
Medtr1g016300,chr1,4311042,4320959,
Medtr1g099850,chr1,45067030,45068986,PTHR31339:SF17 - ENDO-POLYGALACTURONASE-LIKE PROTEIN-RELATED (1 of 6)
Medtr6g078330,chr6,29404288,29408831,
