Gene Name,Chromosome Name,Gene Start (bp),Gene End (bp),Description
Seita.3G254500,scaffold_3,22059112,22061847,
Seita.9G303200,scaffold_9,35100687,35105322,PTHR11802//PTHR11802:SF53 - SERINE PROTEASE FAMILY S10 SERINE CARBOXYPEPTIDASE // SUBFAMILY NOT NAMED (1 of 1)
Seita.8G181000,scaffold_8,32664886,32667929,PTHR23155//PTHR23155:SF621 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 13)
Seita.2G280500,scaffold_2,37760645,37762829,
Seita.7G326100,scaffold_7,35497304,35498456,PF11250 - Fantastic Four meristem regulator (FAF)  (1 of 11)
Seita.5G072300,scaffold_5,6189493,6193660,
Seita.2G041300,scaffold_2,3349214,3350648,PTHR23024//PTHR23024:SF231 - MEMBER OF 'GDXG' FAMILY OF LIPOLYTIC ENZYMES // SUBFAMILY NOT NAMED (1 of 4)
Seita.4G152100,scaffold_4,20222668,20227497,
Seita.2G156500,scaffold_2,22711917,22715639,PTHR24351:SF106 - PROTEIN KINASE (1 of 1)
Seita.J018100,scaffold_14,85341,86443,"PTHR12919:SF22 - 30S RIBOSOMAL PROTEIN S16, CHLOROPLASTIC (1 of 2)"
Seita.6G127900,scaffold_6,22168187,22173875,
Seita.2G202200,scaffold_2,30268897,30271261,PF10716 - NADH dehydrogenase transmembrane subunit (NdhL)  (1 of 1)
Seita.2G418100,scaffold_2,47335187,47343139,PTHR23176//PTHR23176:SF44 - RHO/RAC/CDC GTPASE-ACTIVATING PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Seita.8G094500,scaffold_8,12067269,12069540,PTHR31174//PTHR31174:SF5 - SEED MATURATION FAMILY PROTEIN // SUBFAMILY NOT NAMED (1 of 3)
Seita.4G031800,scaffold_4,2060347,2062582,PF13233 - Complex1_LYR-like (Complex1_LYR_2)  (1 of 2)
Seita.2G198300,scaffold_2,29593589,29598825,"K13148 - integrator complex subunit 11 [EC:3.1.27.-] (CPSF3L, INTS11)  (1 of 1)"
Seita.3G041900,scaffold_3,2550308,2550975,
Seita.7G257900,scaffold_7,31214442,31218611,K14801 - pre-rRNA-processing protein TSR4 (TSR4)  (1 of 2)
Seita.1G035800,scaffold_1,3495665,3496777,
Seita.9G078400,scaffold_9,4613229,4618806,PTHR12869 - SMALL SEVEN TRANSMEMBRANE DOMAIN-CONTAINING PROTEIN (1 of 1)
Seita.7G080300,scaffold_7,18428839,18434473,
Seita.7G309200,scaffold_7,34600234,34600933,
Seita.9G195500,scaffold_9,13999544,13999957,
Seita.5G008900,scaffold_5,639439,646692,PTHR10641:SF599 - MYB TRANSCRIPTION FACTOR-RELATED (1 of 2)
Seita.4G011200,scaffold_4,727180,728892,
Seita.8G216200,scaffold_8,36946209,36948540,K08081 - Tropinone reductase 1 (TR1)  (1 of 8)
Seita.1G279600,scaffold_1,35080031,35084003,
Seita.9G293500,scaffold_9,33423185,33426179,1.14.13.152 - Geraniol 8-hydroxylase / G10H (1 of 10)
Seita.7G292700,scaffold_7,33558826,33559620,PF08787 - Alginate lyase (Alginate_lyase2)  (1 of 7)
Seita.7G325900,scaffold_7,35486375,35491790,PTHR11564//PTHR11564:SF19 - GTPASE CONTAINING FAMILY OF SIGNAL RECOGNITION PARTICLE PROTEINS // SUBFAMILY NOT NAMED (1 of 2)
Seita.4G051000,scaffold_4,3791772,3809035,K11000 - callose synthase [EC:2.4.1.-] Glc b1-3 Glc (CALS)  (1 of 12)
Seita.4G273900,scaffold_4,39101197,39106532,PTHR24055:SF211 - MITOGEN-ACTIVATED PROTEIN KINASE 16-RELATED (1 of 1)
Seita.9G580300,scaffold_9,58827220,58828339,"PTHR10210:SF58 - RIBOSE-PHOSPHATE PYROPHOSPHOKINASE 5, CHLOROPLASTIC (1 of 1)"
Seita.7G160100,scaffold_7,24459263,24459877,1.10.3.9 - Photosystem II (1 of 5)
Seita.5G460500,scaffold_5,46758605,46766803,4.1.1.65 - Phosphatidylserine decarboxylase / PS decarboxylase (1 of 2)
Seita.8G053500,scaffold_8,4662510,4666688,
Seita.4G265300,scaffold_4,38302649,38308571,
Seita.3G228800,scaffold_3,18931631,18934256,
Seita.7G236100,scaffold_7,29839493,29848582,"KOG0962//KOG4674 - DNA repair protein RAD50, ABC-type ATPase/SMC superfamily // Uncharacterized conserved coiled-coil protein (1 of 2)"
Seita.6G047400,scaffold_6,3702496,3710360,PTHR20856//PTHR20856:SF22 - DNA-DIRECTED RNA POLYMERASE I SUBUNIT 2 // SUBFAMILY NOT NAMED (1 of 1)
Seita.5G183800,scaffold_5,23310809,23313626,
Seita.3G357100,scaffold_3,45909253,45914095,
Seita.6G065600,scaffold_6,5601492,5608031,
Seita.4G098100,scaffold_4,8405903,8412316,
Seita.1G083600,scaffold_1,7446183,7452285,PTHR18829:SF0 - YAE1 DOMAIN-CONTAINING PROTEIN 1 (1 of 2)
Seita.1G244400,scaffold_1,32208496,32213020,PTHR31645:SF1 - GB (1 of 1)
Seita.3G375000,scaffold_3,47799803,47802809,
Seita.2G217500,scaffold_2,31968081,31970042,K13464 - jasmonate ZIM domain-containing protein (JAZ)  (1 of 13)
Seita.8G232100,scaffold_8,38450371,38453451,PTHR23155//PTHR23155:SF628 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 11)
Seita.3G357800,scaffold_3,45941668,45945677,K12741 - heterogeneous nuclear ribonucleoprotein A1/A3 (HNRNPA1_3)  (1 of 12)
Seita.6G137100,scaffold_6,24675305,24678068,PTHR22884//PTHR22884:SF349 - SET DOMAIN PROTEINS // SUBFAMILY NOT NAMED (1 of 5)
Seita.9G081500,scaffold_9,4852708,4854334,
Seita.8G060400,scaffold_8,5617023,5617729,
Seita.9G054400,scaffold_9,3143401,3145966,PTHR10641:SF570 - TRANSCRIPTION FACTOR MYB98 (1 of 1)
Seita.J023300,scaffold_26,26245,26845,"PF04398 - Protein of unknown function, DUF538 (DUF538)  (1 of 50)"
Seita.9G574900,scaffold_9,58491916,58497673,
Seita.9G522300,scaffold_9,55050155,55053429,PF07762 - Protein of unknown function (DUF1618) (DUF1618)  (1 of 123)
Seita.8G200100,scaffold_8,34651570,34656024,
Seita.2G379100,scaffold_2,44999890,45000590,
Seita.1G101200,scaffold_1,8792547,8793071,PTHR11527:SF172 - 17.6 KDA CLASS I HEAT SHOCK PROTEIN 2 (1 of 1)
Seita.9G111100,scaffold_9,6818710,6820892,PTHR11746//PTHR11746:SF101 - O-METHYLTRANSFERASE // SUBFAMILY NOT NAMED (1 of 1)
Seita.9G433600,scaffold_9,48714474,48716854,PTHR12547//PTHR12547:SF61 - CCCH ZINC FINGER/TIS11-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.1G359700,scaffold_1,41002812,41007574,PTHR22957//PTHR22957:SF206 - TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN // SUBFAMILY NOT NAMED (1 of 1)
Seita.2G377900,scaffold_2,44933400,44938241,
Seita.4G083500,scaffold_4,6700677,6708611,"PF04504 - Protein of unknown function, DUF573 (DUF573)  (1 of 20)"
Seita.1G188700,scaffold_1,27106338,27107564,PTHR22849//PTHR22849:SF26 - WDSAM1 PROTEIN // SUBFAMILY NOT NAMED (1 of 1)
Seita.8G115300,scaffold_8,21214056,21216500,PF03017 - TNP1/EN/SPM transposase (Transposase_23)  (1 of 12)
Seita.5G305700,scaffold_5,35921527,35922449,
Seita.4G017600,scaffold_4,1146732,1152231,PF03101//PF04434//PF10551 - FAR1 DNA-binding domain (FAR1)  // SWIM zinc finger (SWIM)  // MULE transposase domain (MULE)  (1 of 16)
Seita.9G056500,scaffold_9,3281195,3283792,PTHR23291//PTHR23291:SF45 - BAX INHIBITOR-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.9G415400,scaffold_9,47251167,47253179,
Seita.3G354200,scaffold_3,45472680,45474052,PF00646 - F-box domain (F-box)  (1 of 322)
Seita.1G327900,scaffold_1,38806666,38809262,PTHR24078 - DNAJ HOMOLOG SUBFAMILY C MEMBER (1 of 110)
Seita.4G088400,scaffold_4,7344965,7350694,PTHR10026//PTHR10026:SF74 - CYCLIN // SUBFAMILY NOT NAMED (1 of 2)
Seita.2G357700,scaffold_2,43619120,43622382,"PTHR33510:SF6 - PROTEIN TIC 20-I, CHLOROPLASTIC (1 of 1)"
Seita.2G148600,scaffold_2,20053794,20057689,"K18045 - tyrosine-protein phosphatase SIW14 [EC:3.1.3.48] (SIW14, OCA3)  (1 of 4)"
Seita.3G135000,scaffold_3,9388949,9392249,PTHR23058//PTHR23058:SF4 - PEROXISOMAL MEMBRANE PROTEIN PEX14 // SUBFAMILY NOT NAMED (1 of 1)
Seita.4G206600,scaffold_4,32466639,32469101,PF05627 - Cleavage site for pathogenic type III effector avirulence factor Avr (AvrRpt-cleavage)  (1 of 12)
Seita.1G068200,scaffold_1,6320756,6326135,PF02485 - Core-2/I-Branching enzyme (Branch)  (1 of 36)
Seita.1G255600,scaffold_1,33091543,33095489,PTHR12771:SF20 - ELMO/CED-12 DOMAIN-CONTAINING PROTEIN (1 of 1)
Seita.2G143500,scaffold_2,17106654,17110411,
Seita.5G259300,scaffold_5,32232364,32236722,"K10870 - RAD51-like protein 2 (RAD51L2, RAD51C)  (1 of 1)"
Seita.2G431400,scaffold_2,48194821,48196020,1.11.1.7 - Peroxidase / Lactoperoxidase (1 of 159)
Seita.8G223600,scaffold_8,37624719,37626183,PF00646 - F-box domain (F-box)  (1 of 322)
Seita.3G265000,scaffold_3,23306410,23310387,
Seita.9G034800,scaffold_9,1905660,1906756,
Seita.2G236600,scaffold_2,34110048,34116006,
Seita.6G076600,scaffold_6,6806985,6810983,
Seita.1G286000,scaffold_1,35588981,35598921,
Seita.5G264500,scaffold_5,32684973,32687348,PF00069//PF00954//PF01453//PF08276 - Protein kinase domain (Pkinase)  // S-locus glycoprotein domain (S_locus_glycop)  // D-mannose binding lectin (B_lectin)  // PAN-like domain (PAN_2)  (1 of 44)
Seita.5G269000,scaffold_5,33031848,33032934,
Seita.9G007700,scaffold_9,413314,418266,
Seita.2G171900,scaffold_2,25753171,25753515,
Seita.1G234100,scaffold_1,31280620,31282184,
Seita.9G368400,scaffold_9,42809099,42812900,PTHR12702//PTHR12702:SF4 - SEC15 // SUBFAMILY NOT NAMED (1 of 2)
Seita.6G233500,scaffold_6,34541058,34547507,
Seita.5G201800,scaffold_5,25905314,25912446,
Seita.8G245000,scaffold_8,39796425,39797859,
Seita.6G125200,scaffold_6,21451659,21452243,PF00847 - AP2 domain (AP2)  (1 of 194)
Seita.8G115000,scaffold_8,21078394,21079231,
Seita.7G267200,scaffold_7,31932609,31936428,K11091 - U1 small nuclear ribonucleoprotein A (SNRPA)  (1 of 1)
Seita.3G038500,scaffold_3,2345602,2347082,"PTHR11260//PTHR11260:SF188 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED (1 of 5)"
Seita.2G413300,scaffold_2,47085918,47086419,
Seita.2G370100,scaffold_2,44403357,44407977,K14411 - RNA-binding protein Musashi (MSI)  (1 of 7)
Seita.5G040300,scaffold_5,3673252,3678345,
Seita.3G375500,scaffold_3,47823059,47827635,KOG1703 - Adaptor protein Enigma and related PDZ-LIM proteins (1 of 4)
Seita.6G150100,scaffold_6,26799117,26801283,
Seita.9G310800,scaffold_9,35883440,35885080,
Seita.3G100900,scaffold_3,6604308,6608040,PTHR12817 - TRAFFICKING PROTEIN PARTICLE COMPLEX SUBUNIT 6B (1 of 1)
Seita.3G359400,scaffold_3,46087643,46091145,"K07542 - phosphatidylinositol glycan, class V (PIGV)  (1 of 1)"
Seita.1G142300,scaffold_1,15127403,15128068,PTHR12565//PTHR12565:SF113 - STEROL REGULATORY ELEMENT-BINDING PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Seita.1G252500,scaffold_1,32769713,32774989,K08331 - autophagy-related protein 13 (ATG13)  (1 of 3)
Seita.3G407100,scaffold_3,50511808,50514485,
Seita.9G021600,scaffold_9,1154977,1157855,PTHR10792:SF8 - RIBOSOME BIOGENESIS PROTEIN RLP24-RELATED (1 of 1)
Seita.4G149300,scaffold_4,19160119,19165162,
Seita.9G578000,scaffold_9,58683596,58686328,PTHR15907:SF35 - GENE1000 PROTEIN-RELATED (1 of 2)
Seita.4G042100,scaffold_4,3087224,3091170,PTHR31707:SF39 - PECTINESTERASE/PECTINESTERASE INHIBITOR 12-RELATED (1 of 1)
Seita.1G304700,scaffold_1,36898267,36906732,K04773 - protease IV [EC:3.4.21.-] (sppA)  (1 of 1)
Seita.1G305400,scaffold_1,36940810,36942941,PF14416 - PMR5 N terminal Domain (PMR5N)  (1 of 63)
Seita.8G025300,scaffold_8,1547206,1554831,
Seita.1G076100,scaffold_1,6879364,6883238,
Seita.7G135800,scaffold_7,22766804,22768126,PF03478 - Protein of unknown function (DUF295) (DUF295)  (1 of 110)
Seita.1G099400,scaffold_1,8657903,8660647,
Seita.7G294500,scaffold_7,33671610,33674376,
Seita.9G570900,scaffold_9,58263321,58264064,PF14368 - Probable lipid transfer (LTP_2)  (1 of 110)
Seita.5G443000,scaffold_5,45732270,45733928,3.1.1.78 - Polyneuridine-aldehyde esterase / Polyneuridine aldehyde esterase (1 of 5)
Seita.9G542600,scaffold_9,56357089,56358591,PTHR11062//PTHR11062:SF78 - EXOSTOSIN  HEPARAN SULFATE GLYCOSYLTRANSFERASE -RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.4G219200,scaffold_4,33892966,33894867,PTHR31636:SF2 - SCARECROW-LIKE PROTEIN 18 (1 of 1)
Seita.4G038200,scaffold_4,2575533,2578087,
Seita.5G201600,scaffold_5,25893901,25897131,K14291 - phosphorylated adapter RNA export protein (PHAX)  (1 of 1)
Seita.2G080300,scaffold_2,6942879,6947157,
Seita.5G130300,scaffold_5,11178191,11184610,2.7.10.1//2.7.11.1 - Receptor protein-tyrosine kinase / Receptor protein tyrosine kinase // Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 48)
Seita.2G214700,scaffold_2,31645489,31646579,"PF04570 - zinc-finger of the FCS-type, C2-C2 (zf-FLZ)  (1 of 32)"
Seita.5G180600,scaffold_5,22420218,22423844,PTHR31964:SF6 - ADENINE NUCLEOTIDE ALPHA HYDROLASES-LIKE SUPERFAMILY PROTEIN (1 of 1)
Seita.4G282800,scaffold_4,39702735,39705922,
Seita.9G353900,scaffold_9,41358782,41368367,PF01535//PF13812 - PPR repeat (PPR)  // Pentatricopeptide repeat domain (PPR_3)  (1 of 20)
Seita.9G547300,scaffold_9,56711442,56715059,PTHR11743:SF27 - MITOCHONDRIAL OUTER MEMBRANE PROTEIN PORIN 4 (1 of 1)
Seita.2G372000,scaffold_2,44516321,44516794,PF12734 - Cysteine-rich TM module stress tolerance (CYSTM)  (1 of 18)
Seita.2G145400,scaffold_2,17378440,17382902,PTHR11911//PTHR11911:SF93 - INOSINE-5-MONOPHOSPHATE DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.7G103400,scaffold_7,20564221,20567085,
Seita.1G299300,scaffold_1,36549285,36554428,
Seita.4G226000,scaffold_4,34636587,34638284,
Seita.9G140300,scaffold_9,8963802,8965954,PTHR12313//PTHR12313:SF7 - RNF5 // SUBFAMILY NOT NAMED (1 of 1)
Seita.5G033500,scaffold_5,3207912,3208878,PTHR21659:SF24 - HYDROPHOBIC PROTEIN RCI2A (1 of 3)
Seita.9G111500,scaffold_9,6866076,6869210,PTHR10174//PTHR10174:SF149 - RETINALDEHYDE BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 5)
Seita.4G008000,scaffold_4,503544,505365,PTHR10641//PTHR10641:SF555 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED (1 of 1)
Seita.9G480800,scaffold_9,52047562,52050725,
Seita.1G348800,scaffold_1,40279200,40282409,
Seita.5G283200,scaffold_5,34212389,34213332,PTHR10641//PTHR10641:SF455 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED (1 of 1)
Seita.1G163900,scaffold_1,23557898,23563742,PTHR24198 - ANKYRIN REPEAT AND PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (1 of 14)
Seita.1G353900,scaffold_1,40608026,40612531,PTHR13748//PTHR13748:SF43 - COBW-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.5G395700,scaffold_5,42455845,42459674,K10879 - DNA-repair protein XRCC2 (XRCC2)  (1 of 1)
Seita.6G134300,scaffold_6,23974128,23974664,
Seita.7G231800,scaffold_7,29538528,29542398,PTHR13832//PTHR13832:SF329 - PROTEIN PHOSPHATASE 2C // SUBFAMILY NOT NAMED (1 of 2)
Seita.6G098900,scaffold_6,10953343,10957223,
Seita.9G182500,scaffold_9,12637593,12642369,PTHR30540//PTHR30540:SF23 - OSMOTIC STRESS POTASSIUM TRANSPORTER // SUBFAMILY NOT NAMED (1 of 2)
Seita.7G194800,scaffold_7,26855510,26857087,2.4.1.215 - Cis-zeatin O-beta-D-glucosyltransferase (1 of 8)
Seita.8G156600,scaffold_8,29647649,29648811,
Seita.2G429600,scaffold_2,48075602,48079629,PF12854//PF13041//PF13812 - PPR repeat (PPR_1)  // PPR repeat family (PPR_2)  // Pentatricopeptide repeat domain (PPR_3)  (1 of 5)
Seita.1G258100,scaffold_1,33257531,33263881,
Seita.9G561500,scaffold_9,57610881,57618311,
Seita.9G258700,scaffold_9,21271683,21272447,
Seita.4G009300,scaffold_4,607113,610641,PF09991 - Predicted membrane protein (DUF2232) (DUF2232)  (1 of 1)
Seita.3G137500,scaffold_3,9547202,9549141,"2.3.1.119 - Transferred entry: 1.1.1.330, 1.3.1.93, 2.3.1.199 and 4.2.1.134 (1 of 7)"
Seita.6G162000,scaffold_6,28480201,28481977,PF05910 - Plant protein of unknown function (DUF868) (DUF868)  (1 of 14)
Seita.9G086700,scaffold_9,5190667,5192678,2.4.1.170 - Isoflavone 7-O-glucosyltransferase (1 of 8)
Seita.3G187700,scaffold_3,14227871,14231455,K14763 - H/ACA ribonucleoprotein complex non-core subunit NAF1 (NAF1)  (1 of 1)
Seita.3G235200,scaffold_3,19595694,19598432,
Seita.8G202100,scaffold_8,35022378,35023511,PTHR33403:SF1 - PROTEIN SPIRAL1 (1 of 2)
Seita.2G235300,scaffold_2,33795125,33797991,PTHR24078:SF259 - CHAPERONE DNAJ-DOMAIN CONTAINING PROTEIN (1 of 5)
Seita.6G099800,scaffold_6,11183846,11189143,PTHR14898:SF2 - ENHANCER OF POLYCOMB-LIKE TRANSCRIPTION FACTOR PROTEIN (1 of 1)
Seita.9G118600,scaffold_9,7347193,7350690,PTHR27008:SF19 - INACTIVE RECEPTOR KINASE RLK902-RELATED (1 of 1)
Seita.6G116300,scaffold_6,19192542,19212022,PF12047 - Cytosine specific DNA methyltransferase replication foci domain (DNMT1-RFD)  (1 of 6)
Seita.6G213600,scaffold_6,33074030,33075219,
Seita.5G452500,scaffold_5,46292011,46298398,PTHR23155//PTHR23155:SF443 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 4)
Seita.1G101900,scaffold_1,8836565,8838522,
Seita.7G258300,scaffold_7,31240956,31243006,3.1.1.11 - Pectinesterase / Pectin methylesterase (1 of 53)
Seita.9G190400,scaffold_9,13396911,13405865,PTHR24361:SF363 - PROTEIN KINASE-RELATED (1 of 1)
Seita.2G013400,scaffold_2,902828,909494,PTHR24361//PTHR24361:SF389 - MITOGEN-ACTIVATED KINASE KINASE KINASE // SUBFAMILY NOT NAMED (1 of 2)
Seita.3G268100,scaffold_3,23860624,23865297,
Seita.8G172200,scaffold_8,31505839,31507293,2.7.10.1//2.7.11.1 - Receptor protein-tyrosine kinase / Receptor protein tyrosine kinase // Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 48)
Seita.9G246800,scaffold_9,19314580,19317186,PF00651 - BTB/POZ domain (BTB)  (1 of 153)
Seita.8G201700,scaffold_8,34924509,34926293,PTHR21495//PTHR21495:SF81 - NUCLEOPORIN-RELATED // SUBFAMILY NOT NAMED (1 of 7)
Seita.1G368700,scaffold_1,41532203,41536719,3.6.3.17 - Monosaccharide-transporting ATPase (1 of 1)
Seita.7G275400,scaffold_7,32549136,32550203,"PF00076 - RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain) (RRM_1)  (1 of 227)"
Seita.2G131100,scaffold_2,15162972,15172475,PTHR13052//PTHR13052:SF1 - NFRKB-RELATED // SUBFAMILY NOT NAMED (1 of 3)
Seita.3G117800,scaffold_3,7930996,7937721,PTHR22891:SF20 - PROTEIN ARGONAUTE 4-RELATED (1 of 1)
Seita.2G426000,scaffold_2,47841899,47848878,
Seita.9G446000,scaffold_9,49548190,49550893,
Seita.7G203500,scaffold_7,27567341,27568691,PTHR16023 - TAX1 BINDING PROTEIN-RELATED (1 of 2)
Seita.1G366400,scaffold_1,41411408,41411970,PF13456 - Reverse transcriptase-like (RVT_3)  (1 of 12)
Seita.5G040700,scaffold_5,3692881,3706978,KOG2615 - Permease of the major facilitator superfamily (1 of 12)
Seita.1G353500,scaffold_1,40586639,40593000,PTHR31414:SF1 - TRANSMEMBRANE PROTEIN DDB_G0292058 (1 of 1)
Seita.3G075200,scaffold_3,4763515,4766869,PTHR10794:SF52 - CAAX AMINO TERMINAL PROTEASE FAMILY PROTEIN (1 of 1)
Seita.6G199300,scaffold_6,32017042,32020306,PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 54)
Seita.6G159100,scaffold_6,28193736,28195133,
Seita.2G300800,scaffold_2,39422813,39427329,PTHR24055//PTHR24055:SF220 - MITOGEN-ACTIVATED PROTEIN KINASE // SUBFAMILY NOT NAMED (1 of 1)
Seita.1G046000,scaffold_1,4538367,4543236,PTHR23073//PTHR23073:SF32 - 26S PROTEASE REGULATORY SUBUNIT // SUBFAMILY NOT NAMED (1 of 1)
Seita.9G304400,scaffold_9,35194296,35200475,
Seita.9G187100,scaffold_9,13027814,13030889,
Seita.4G205500,scaffold_4,32328858,32333783,PF12263 - Protein of unknown function (DUF3611) (DUF3611)  (1 of 3)
Seita.4G138500,scaffold_4,15524817,15528294,PTHR10110:SF101 - SODIUM/HYDROGEN EXCHANGER 4 (1 of 1)
Seita.8G184000,scaffold_8,32904204,32908185,PTHR23155//PTHR23155:SF571 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 4)
Seita.5G002200,scaffold_5,193264,194450,PTHR31301:SF19 - LOB DOMAIN-CONTAINING PROTEIN 2 (1 of 1)
Seita.7G269100,scaffold_7,32087029,32089885,K01507 - inorganic pyrophosphatase (ppa)  (1 of 15)
Seita.3G098000,scaffold_3,6384610,6389349,K11827 - AP-2 complex subunit sigma-1 (AP2S1)  (1 of 2)
Seita.9G570600,scaffold_9,58236979,58248300,K11824 - AP-2 complex subunit alpha (AP2A)  (1 of 1)
Seita.7G167000,scaffold_7,24906753,24911153,4.1.2.48 - Low-specificity L-threonine aldolase (1 of 3)
Seita.9G495000,scaffold_9,53208750,53218953,PTHR23092:SF19 - NUCLEOTIDYLTRANSFERASE (1 of 4)
Seita.4G290000,scaffold_4,40117159,40120510,PTHR12265:SF0 - TRANSMEMBRANE PROTEIN 53 (1 of 1)
Seita.3G286700,scaffold_3,27135832,27138070,
Seita.4G081000,scaffold_4,6362850,6367919,"PTHR33926:SF2 - PROTEIN TIC 22, CHLOROPLASTIC (1 of 1)"
Seita.3G178000,scaffold_3,13202272,13203198,"PF04844 - Transcriptional repressor, ovate (Ovate)  (1 of 34)"
Seita.7G071400,scaffold_7,17491075,17495141,
Seita.7G073000,scaffold_7,17688847,17693578,"4.1.3.32 - 2,3-dimethylmalate lyase / (2R,3S)-2,3-dimethylmalate pyruvate-lyase (1 of 3)"
Seita.6G031100,scaffold_6,2289843,2292934,
Seita.9G039700,scaffold_9,2184963,2192078,"PTHR24093:SF272 - CADMIUM/ZINC-TRANSPORTING ATPASE HMA1, CHLOROPLASTIC-RELATED (1 of 2)"
Seita.2G400500,scaffold_2,46330295,46333243,K02608 - origin recognition complex subunit 6 (ORC6)  (1 of 1)
Seita.1G154800,scaffold_1,21405036,21407143,PTHR10209:SF170 - 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN (1 of 1)
Seita.2G335000,scaffold_2,41957417,41966138,
Seita.9G461500,scaffold_9,50687827,50691142,PTHR19316//PTHR19316:SF21 - PROTEIN FOLDING REGULATOR // SUBFAMILY NOT NAMED (1 of 1)
Seita.6G015800,scaffold_6,1085205,1088755,PF07762 - Protein of unknown function (DUF1618) (DUF1618)  (1 of 123)
Seita.9G448500,scaffold_9,49718138,49721831,PTHR10366//PTHR10366:SF361 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED (1 of 2)
Seita.1G335300,scaffold_1,39317422,39320683,
Seita.4G067700,scaffold_4,5222077,5222460,PF05678 - VQ motif (VQ)  (1 of 40)
Seita.2G428300,scaffold_2,47997876,48000445,K14842 - ribosome biogenesis protein NSA2 (NSA2)  (1 of 2)
Seita.4G010300,scaffold_4,660820,664620,
Seita.8G007900,scaffold_8,446554,450146,
Seita.5G105500,scaffold_5,8924248,8924446,PTHR20900:SF0 - NADH DEHYDROGENASE [UBIQUINONE] 1 BETA SUBCOMPLEX SUBUNIT 7 (1 of 3)
Seita.3G327900,scaffold_3,41234723,41238843,K03283 - heat shock 70kDa protein 1/8 (HSPA1_8)  (1 of 10)
Seita.5G305800,scaffold_5,35924497,35927228,PTHR24078:SF255 - DNAJ HOMOLOG DNJ-5 (1 of 2)
Seita.8G189500,scaffold_8,33695008,33698817,"PF04578//PF13968 - Protein of unknown function, DUF594 (DUF594)  // Domain of unknown function (DUF4220) (DUF4220)  (1 of 109)"
Seita.4G112600,scaffold_4,10593215,10593904,
Seita.6G084800,scaffold_6,7503040,7504014,PTHR23050:SF214 - CALCIUM-BINDING PROTEIN CML14-RELATED (1 of 1)
Seita.9G376300,scaffold_9,43587207,43591035,PTHR32175:SF0 - P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASE FAMILY PROTEIN (1 of 1)
Seita.7G112600,scaffold_7,21191148,21195308,PTHR11712//PTHR11712:SF286 - POLYKETIDE SYNTHASE-RELATED // SUBFAMILY NOT NAMED (1 of 2)
Seita.1G263600,scaffold_1,33751799,33769192,K01280 - tripeptidyl-peptidase II [EC:3.4.14.10] (TPP2)  (1 of 1)
Seita.1G355800,scaffold_1,40755218,40757865,
Seita.1G319300,scaffold_1,37966670,37971417,PTHR12956//PTHR12956:SF33 - ALKALINE CERAMIDASE-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.5G191200,scaffold_5,24535396,24538461,
Seita.4G178300,scaffold_4,28720312,28721931,1.3.3.8 - Tetrahydroberberine oxidase / THB oxidase (1 of 12)
