Gene Name,Chromosome Name,Gene Start (bp),Gene End (bp),Description
Sevir.8G111300,Chr_08,15377350,15378848,"(1 of 1) PTHR31403:SF4 - GALACTOLIPASE DONGLE, CHLOROPLASTIC-RELATED"
Sevir.2G406900,Chr_02,44755848,44757824,(1 of 4) 3.6.3.4//3.6.3.54 - Cu(2+)-exporting ATPase // Cu(+) exporting ATPase
Sevir.1G159400,Chr_01,22051352,22061531,(1 of 1) PTHR23336//PTHR23336:SF21 - ZINC FINGER CW-TYPE COILED-COIL DOMAIN PROTEIN 3. // SUBFAMILY NOT NAMED
Sevir.1G353800,Chr_01,39690760,39696823,(1 of 1) PTHR10217:SF544 - CYCLIC NUCLEOTIDE-GATED ION CHANNEL 14-RELATED
Sevir.6G258200,Chr_06,36146232,36147668,
Sevir.9G514950,Chr_09,51866788,51866955,
Sevir.7G332200,Chr_07,34711473,34722596,"(1 of 3) PTHR24096:SF221 - PROTEIN ACS-13, ISOFORM C"
Sevir.3G039500,Chr_03,2464819,2465745,
Sevir.3G111300,Chr_03,7296934,7298346,(1 of 2) PTHR28039:SF8 - CHALCONE--FLAVONONE ISOMERASE 1
Sevir.8G054000,Chr_08,4624530,4628824,(1 of 17) 3.2.1.26 - Beta-fructofuranosidase / Saccharase
Sevir.1G141600,Chr_01,14974670,14984097,(1 of 1) PF14661 - HAUS augmin-like complex subunit 6 N-terminus (HAUS6_N)
Sevir.9G405400,Chr_09,43766325,43782468,(1 of 1) PTHR15678//PTHR15678:SF8 - ANTIGEN MLAA-22-RELATED // SUBFAMILY NOT NAMED
Sevir.7G335000,Chr_07,34903490,34907593,(1 of 453) PF13041 - PPR repeat family (PPR_2)
Sevir.8G186300,Chr_08,32116327,32119004,
Sevir.2G136301,Chr_02,14532260,14535125,
Sevir.3G159500,Chr_03,11088038,11090989,
Sevir.2G052800,Chr_02,4267854,4269289,(1 of 17) PF12874 - Zinc-finger of C2H2 type (zf-met)
Sevir.6G162100,Chr_06,28079885,28083755,(1 of 17) PF12874 - Zinc-finger of C2H2 type (zf-met)
Sevir.9G165100,Chr_09,11073270,11076736,(1 of 85) PF02362 - B3 DNA binding domain (B3)
Sevir.4G185700,Chr_04,13785892,13790222,(1 of 1) K15425 - serine/threonine-protein phosphatase 4 regulatory subunit 2 (PPP4R2)
Sevir.2G399300,Chr_02,44328450,44330419,
Sevir.1G182800,Chr_01,25813271,25814491,
Sevir.3G078500,Chr_03,5042054,5043187,(1 of 11) 4.2.2.2 - Pectate lyase / PPase-N
Sevir.3G383100,Chr_03,46485347,46485756,
Sevir.9G008700,Chr_09,446599,452661,(1 of 1) PTHR22850//PTHR22850:SF115 - WD40 REPEAT FAMILY // TRANSDUCIN/WD40 DOMAIN-CONTAINING PROTEIN
Sevir.8G263100,Chr_08,40946628,40956130,
Sevir.5G027500,Chr_05,2005323,2007695,
Sevir.3G288400,Chr_03,24943340,24946836,"(1 of 3) K02993 - small subunit ribosomal protein S7e (RP-S7e, RPS7)"
Sevir.6G221600,Chr_06,33412604,33419019,(1 of 1) PTHR13165//PTHR13165:SF2 - ARSENITE-RESISTANCE PROTEIN 2 // SUBFAMILY NOT NAMED
Sevir.6G166800,Chr_06,28737452,28739453,(1 of 15) PF04770 - ZF-HD protein dimerisation region (ZF-HD_dimer)
Sevir.7G078400,Chr_07,16704053,16707160,
Sevir.2G299300,Chr_02,37298889,37300791,
Sevir.9G407600,Chr_09,43941960,43946721,
Sevir.5G194000,Chr_05,24070531,24072985,
Sevir.5G137100,Chr_05,11593452,11599361,(1 of 1) 3.6.1.9 - Nucleotide diphosphatase / Nucleotide pyrophosphatase
Sevir.9G017300,Chr_09,886247,893374,
Sevir.1G207100,Chr_01,28195570,28197240,(1 of 11) K10664 - E3 ubiquitin-protein ligase ATL6/9/15/31/42/55 [EC:6.3.2.19] (ATL6S)
Sevir.5G129400,Chr_05,10700004,10706740,(1 of 3) K09272 - structure-specific recognition protein 1 (SSRP1)
Sevir.6G214000,Chr_06,32903335,32906278,(1 of 14) PF00069//PF07645//PF13947 - Protein kinase domain (Pkinase) // Calcium-binding EGF domain (EGF_CA) // Wall-associated receptor kinase galacturonan-binding (GUB_WAK_bind)
Sevir.9G045700,Chr_09,2703691,2705444,
Sevir.7G059700,Chr_07,14507917,14510053,"(1 of 3) K02978 - small subunit ribosomal protein S27e (RP-S27e, RPS27)"
Sevir.9G463800,Chr_09,48220056,48221469,(1 of 1) PTHR10811//PTHR10811:SF20 - FRINGE-RELATED // SUBFAMILY NOT NAMED
Sevir.5G431300,Chr_05,44001069,44008700,(1 of 20) PF01535//PF13812 - PPR repeat (PPR) // Pentatricopeptide repeat domain (PPR_3)
Sevir.5G038150,Chr_05,2897238,2897504,
Sevir.6G189700,Chr_06,31024962,31027181,"(1 of 14) PF04759 - Protein of unknown function, DUF617 (DUF617)"
Sevir.7G285900,Chr_07,31602539,31606203,
Sevir.2G186400,Chr_02,25945347,25946095,
Sevir.9G166400,Chr_09,11210463,11216021,"(1 of 1) K11492 - condensin-2 complex subunit G2 (NCAPG2, LUZP5)"
Sevir.8G192700,Chr_08,33141564,33152453,(1 of 4) PTHR23155//PTHR23155:SF571 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.1G081100,Chr_01,7335636,7337798,(1 of 37) PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8)
Sevir.4G039900,Chr_04,3079348,3083268,"(1 of 2) K04554 - ubiquitin-conjugating enzyme E2 J2 (UBE2J2, NCUBE2, UBC6)"
Sevir.5G252200,Chr_05,30154866,30159568,(1 of 1) 3.1.3.76//3.3.2.10 - Lipid-phosphate phosphatase / Soluble epoxide hydrolase // Soluble epoxide hydrolase / Trans-stilbene oxide hydrolase
Sevir.1G089650,Chr_01,7975732,7986998,(1 of 5) PTHR11764//PTHR11764:SF23 - LANOSTEROL SYNTHASE // SUBFAMILY NOT NAMED
Sevir.5G094300,Chr_05,7633641,7634566,
Sevir.7G053700,Chr_07,13481715,13482448,(1 of 2) PTHR22763//PTHR22763:SF73 - RING ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED
Sevir.9G346200,Chr_09,38471128,38472382,(1 of 1) PTHR22814//PTHR22814:SF141 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED
Sevir.2G326300,Chr_02,39455805,39461896,
Sevir.4G238200,Chr_04,34033442,34041497,"(1 of 1) PTHR11941//PTHR11941:SF47 - ENOYL-COA HYDRATASE-RELATED // 3-HYDROXYISOBUTYRYL-COA HYDROLASE-LIKE PROTEIN 3, MITOCHONDRIAL-RELATED"
Sevir.7G034600,Chr_07,679019,680593,
Sevir.5G392700,Chr_05,41346690,41349325,"(1 of 1) 3.2.1.3 - Glucan 1,4-alpha-glucosidase / Lysosomal alpha-glucosidase"
Sevir.7G172800,Chr_07,23811308,23813076,(1 of 5) PTHR10353//PTHR10353:SF54 - GLYCOSYL HYDROLASE // SUBFAMILY NOT NAMED
Sevir.3G062500,Chr_03,4023749,4024583,(1 of 16) PF05056 - Protein of unknown function (DUF674) (DUF674)
Sevir.1G231950,Chr_01,30361011,30361383,(1 of 1416) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase
Sevir.3G378850,Chr_03,46119064,46122530,
Sevir.1G137600,Chr_01,14159361,14164584,
Sevir.4G074200,Chr_04,5846622,5847978,
Sevir.3G188100,Chr_03,13473245,13478317,(1 of 1) PTHR13763//PTHR13763:SF1 - BREAST CANCER TYPE 1 SUSCEPTIBILITY PROTEIN BRCA1 // PROTEIN BREAST CANCER SUSCEPTIBILITY 1 HOMOLOG
Sevir.5G321900,Chr_05,36428199,36433822,
Sevir.2G014900,Chr_02,1178820,1192348,"(1 of 1) K14774 - U3 small nucleolar RNA-associated protein 25 (UTP25, DEF)"
Sevir.6G059800,Chr_06,5263341,5265924,(1 of 18) PF14299 - Phloem protein 2 (PP2)
Sevir.9G196300,Chr_09,13917345,13922939,(1 of 1) PTHR10804:SF13 - METHIONINE AMINOPEPTIDASE 1
Sevir.1G367000,Chr_01,40579835,40584499,(1 of 1) PTHR35492//PTHR35492:SF1 - FAMILY NOT NAMED // TRANSDUCIN/WD40 DOMAIN-CONTAINING PROTEIN-LIKE PROTEIN
Sevir.2G098600,Chr_02,8787002,8787705,
Sevir.5G408900,Chr_05,42504522,42512986,"(1 of 1) PTHR11946//PTHR11946:SF75 - ISOLEUCYL, LEUCYL, TYROSYL, VALYL AND METHIONYL-TRNA SYNTHETASES // SUBFAMILY NOT NAMED"
Sevir.1G150000,Chr_01,18816892,18818256,
Sevir.7G046133,Chr_07,11987642,11987885,
Sevir.5G170000,Chr_05,16748267,16748905,
Sevir.5G443800,Chr_05,44814369,44817747,
Sevir.9G258900,Chr_09,20760174,20768588,
Sevir.7G007400,Chr_07,4656677,4659793,"(1 of 1) PTHR31356//PTHR31356:SF8 - FAMILY NOT NAMED // L-ASCORBATE PEROXIDASE 5, PEROXISOMAL"
Sevir.9G506500,Chr_09,51267905,51271011,(1 of 1) PTHR11711//PTHR11711:SF178 - ADP RIBOSYLATION FACTOR-RELATED // SUBFAMILY NOT NAMED
Sevir.7G085901,Chr_07,17458872,17459551,
Sevir.4G285300,Chr_04,38081552,38087700,
Sevir.9G160200,Chr_09,10575102,10577843,(1 of 14) PF13178 - Protein of unknown function (DUF4005) (DUF4005)
Sevir.9G180100,Chr_09,12352961,12357700,(1 of 3) PTHR22835//PTHR22835:SF150 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.7G168600,Chr_07,23535678,23539616,(1 of 1) PTHR21726//PTHR21726:SF36 - PHOSPHATIDYLINOSITOL N-ACETYLGLUCOSAMINYLTRANSFERASE SUBUNIT P  DOWN SYNDROME CRITICAL REGION PROTEIN 5 -RELATED // SUBFAMILY NOT NAMED
Sevir.5G361900,Chr_05,39213349,39215236,(1 of 4) PTHR10353//PTHR10353:SF29 - GLYCOSYL HYDROLASE // BETA-GLUCOSIDASE 1-RELATED
Sevir.2G265200,Chr_02,34545399,34545923,
Sevir.9G431000,Chr_09,45842938,45862074,(1 of 1) PTHR13833//PTHR13833:SF49 - FAMILY NOT NAMED // NHL REPEAT-CONTAINING PROTEIN 2
Sevir.1G020950,Chr_01,1764561,1764671,
Sevir.8G090500,Chr_08,10465734,10476559,
Sevir.9G482200,Chr_09,49452430,49460054,
Sevir.2G129266,Chr_02,13306031,13306239,
Sevir.9G044630,Chr_09,2579850,2580281,"(1 of 2) K02948 - small subunit ribosomal protein S11 (RP-S11, MRPS11, rpsK)"
Sevir.7G055000,Chr_07,13713330,13715377,(1 of 8) 1.14.13.120 - Costunolide synthase
Sevir.9G173100,Chr_09,11826772,11831742,
Sevir.5G263500,Chr_05,31812459,31816457,"(1 of 2) PTHR31451:SF8 - MANNAN ENDO-1,4-BETA-MANNOSIDASE 3-RELATED"
Sevir.3G042100,Chr_03,2605419,2609645,(1 of 1) PTHR31835//PTHR31835:SF1 - FAMILY NOT NAMED // NUCLEOSIDE DIPHOSPHATE-LINKED MOIETY X MOTIF 22
Sevir.2G302600,Chr_02,37602556,37603862,(1 of 62) PF02298 - Plastocyanin-like domain (Cu_bind_like)
Sevir.9G295000,Chr_09,31489562,31492131,(1 of 1) PTHR31048//PTHR31048:SF4 - FAMILY NOT NAMED // PATHOGENESIS-RELATED THAUMATIN-LIKE PROTEIN
Sevir.9G512700,Chr_09,51721134,51724613,
Sevir.8G248100,Chr_08,39253979,39254798,"(1 of 51) PF04398 - Protein of unknown function, DUF538 (DUF538)"
Sevir.5G149300,Chr_05,13057214,13060766,(1 of 1) PTHR22835//PTHR22835:SF211 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.9G576201,Chr_09,55871662,55873765,
Sevir.5G072900,Chr_05,5860036,5866776,(1 of 1) PTHR30523//PTHR30523:SF6 - PHOSPHOENOLPYRUVATE CARBOXYLASE // PHOSPHOENOLPYRUVATE CARBOXYLASE 4
Sevir.9G076700,Chr_09,4620910,4626318,(1 of 250) PF00249 - Myb-like DNA-binding domain (Myb_DNA-binding)
Sevir.9G303800,Chr_09,33248321,33252100,(1 of 5) PTHR11654//PTHR11654:SF152 - OLIGOPEPTIDE TRANSPORTER-RELATED // SUBFAMILY NOT NAMED
Sevir.9G531200,Chr_09,52855432,52860109,(1 of 172) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2)
Sevir.4G081700,Chr_04,6614939,6616113,(1 of 74) PF02519 - Auxin responsive protein (Auxin_inducible)
Sevir.2G039200,Chr_02,3176968,3181144,(1 of 1) PF07103 - Protein of unknown function (DUF1365) (DUF1365)
Sevir.1G261700,Chr_01,32975824,32980440,(1 of 172) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2)
Sevir.6G219400,Chr_06,33259096,33266657,(1 of 15) PF02309//PF02362//PF06507 - AUX/IAA family (AUX_IAA) // B3 DNA binding domain (B3) // Auxin response factor (Auxin_resp)
Sevir.9G377300,Chr_09,41462176,41464952,"(1 of 3) K02998 - small subunit ribosomal protein SAe (RP-SAe, RPSA)"
Sevir.1G089500,Chr_01,7932769,7945226,(1 of 5) PTHR11764//PTHR11764:SF23 - LANOSTEROL SYNTHASE // SUBFAMILY NOT NAMED
Sevir.1G210000,Chr_01,28436325,28441214,
Sevir.3G391200,Chr_03,47259081,47264484,(1 of 2) PTHR10783:SF46 - EXS (ERD1/XPR1/SYG1) DOMAIN PROTEIN-RELATED
Sevir.4G115100,Chr_04,10803737,10804809,(1 of 1) PTHR10209:SF211 - 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN-RELATED
Sevir.1G083600,Chr_01,7501843,7505405,(1 of 52) PF00069//PF00560//PF08263//PF13855 - Protein kinase domain (Pkinase) // Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8)
Sevir.5G226600,Chr_05,27410319,27418252,(1 of 3) PTHR11785:SF367 - AMINO-ACID PERMEASE BAT1
Sevir.3G066800,Chr_03,4323850,4326759,
Sevir.9G475100,Chr_09,48980582,48984188,(1 of 1) PTHR23315//PTHR23315:SF128 - BETA CATENIN-RELATED ARMADILLO REPEAT-CONTAINING // SUBFAMILY NOT NAMED
Sevir.5G342100,Chr_05,37933048,37937324,(1 of 1) PTHR22953:SF22 - PURPLE ACID PHOSPHATASE 10
Sevir.7G228700,Chr_07,27720647,27723547,
Sevir.1G231700,Chr_01,30345372,30346259,(1 of 6) PTHR11439//PTHR11439:SF185 - GAG-POL-RELATED RETROTRANSPOSON // SUBFAMILY NOT NAMED
Sevir.4G080200,Chr_04,6372323,6374889,(1 of 21) 2.4.1.69 - Galactoside 2-alpha-L-fucosyltransferase / Secretor-type beta-galactoside alpha-1->2 fucosyltransferase
Sevir.9G026600,Chr_09,1453325,1457358,"(1 of 1) PTHR11516:SF25 - PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT ALPHA-3, CHLOROPLASTIC"
Sevir.2G303300,Chr_02,37656804,37659379,
Sevir.3G043600,Chr_03,2707692,2711018,(1 of 1) PTHR11702//PTHR11702:SF31 - DEVELOPMENTALLY REGULATED GTP-BINDING PROTEIN-RELATED // MITOCHONDRIAL RIBOSOME-ASSOCIATED GTPASE 2
Sevir.5G448900,Chr_05,45083811,45091930,
Sevir.2G412300,Chr_02,45072630,45074674,(1 of 2) PTHR10641//PTHR10641:SF491 - MYB-LIKE DNA-BINDING PROTEIN MYB // MYB TRANSCRIPTION FACTOR
Sevir.7G026100,Chr_07,11377382,11379211,(1 of 27) PF00646//PF08387 - F-box domain (F-box) // FBD (FBD)
Sevir.5G371600,Chr_05,39905227,39908009,(1 of 2) PTHR12542//PTHR12542:SF30 - EXOCYST COMPLEX PROTEIN EXO70 // SUBFAMILY NOT NAMED
Sevir.1G016600,Chr_01,1394028,1395798,(1 of 1) K02636 - cytochrome b6-f complex iron-sulfur subunit (petC)
Sevir.8G246842,Chr_08,38847316,38848817,(1 of 18) PTHR11746:SF106 - FLAVONE 3'-O-METHYLTRANSFERASE 1
Sevir.9G527400,Chr_09,52648890,52649639,(1 of 4) PTHR11413//PTHR11413:SF51 - CYSTATIN FAMILY MEMBER // SUBFAMILY NOT NAMED
Sevir.9G151000,Chr_09,9720801,9721962,
Sevir.5G466300,Chr_05,46135833,46141403,(1 of 7) PF01823 - MAC/Perforin domain (MACPF)
Sevir.4G018600,Chr_04,1287379,1290602,(1 of 2) PTHR34065:SF1 - IMPAIRED SUCROSE INDUCTION 1
Sevir.9G378200,Chr_09,41563753,41564782,(1 of 8) PTHR23244//PTHR23244:SF320 - KELCH REPEAT DOMAIN // SUBFAMILY NOT NAMED
Sevir.6G011200,Chr_06,740396,742932,
Sevir.1G098400,Chr_01,8570580,8573431,
Sevir.2G447150,Chr_02,47174086,47174368,
Sevir.9G041950,Chr_09,2421532,2426011,
Sevir.3G265400,Chr_03,21489820,21493823,
Sevir.6G120400,Chr_06,17685308,17696189,(1 of 1) PTHR12526//PTHR12526:SF334 - GLYCOSYLTRANSFERASE // SUBFAMILY NOT NAMED
Sevir.1G295000,Chr_01,35522143,35527015,
Sevir.2G133000,Chr_02,13921487,13922206,(1 of 108) PF14368 - Probable lipid transfer (LTP_2)
Sevir.5G472700,Chr_05,46453314,46454599,(1 of 10) PF06830 - Root cap (Root_cap)
Sevir.9G223500,Chr_09,16708172,16712736,
Sevir.2G268900,Chr_02,34943109,34946105,(1 of 1) PTHR31989//PTHR31989:SF27 - FAMILY NOT NAMED // F23M19.14 PROTEIN-RELATED
Sevir.3G024400,Chr_03,1568776,1571346,
Sevir.8G128200,Chr_08,22555921,22563059,
Sevir.3G117800,Chr_03,7796344,7802602,
Sevir.8G151300,Chr_08,27510059,27515099,(1 of 1) PTHR11895:SF73 - AMIDASE FAMILY PROTEIN
Sevir.9G006400,Chr_09,352103,355060,"(1 of 1) K12590 - exosome complex component RRP46 (RRP46, EXOSC5)"
Sevir.2G295550,Chr_02,37012535,37012747,
Sevir.7G142600,Chr_07,21757611,21758795,
Sevir.5G313700,Chr_05,35767932,35775318,
Sevir.3G024950,Chr_03,1600825,1601028,
Sevir.1G168200,Chr_01,23897210,23901715,(1 of 50) PF07983 - X8 domain (X8)
Sevir.8G103500,Chr_08,12872285,12881445,(1 of 2) PTHR21397:SF4 - ER MEMBRANE PROTEIN COMPLEX SUBUNIT 10
Sevir.9G330850,Chr_09,36462275,36462775,
Sevir.5G007400,Chr_05,559166,564695,
Sevir.5G162800,Chr_05,15301864,15306054,(1 of 4) K08592 - sentrin-specific protease 1 [EC:3.4.22.68] (SENP1)
Sevir.1G045000,Chr_01,4302093,4307198,(1 of 2) K14515 - EIN3-binding F-box protein (EBF1_2)
Sevir.6G078350,Chr_06,7338844,7338951,
Sevir.5G255300,Chr_05,30326138,30338937,(1 of 1) PTHR22847//PTHR22847:SF387 - WD40 REPEAT PROTEIN // GENERAL TRANSCRIPTIONAL COREPRESSOR TUPA
Sevir.1G195400,Chr_01,27222441,27222602,
Sevir.3G314000,Chr_03,36286796,36307655,
Sevir.2G251800,Chr_02,33457193,33460682,(1 of 172) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2)
Sevir.1G288600,Chr_01,35018863,35022442,
Sevir.9G574500,Chr_09,55767993,55771350,
Sevir.3G162500,Chr_03,11250300,11250888,(1 of 24) PF08137 - DVL family (DVL)
Sevir.1G364200,Chr_01,40366480,40369196,(1 of 3) 1.3.1.103 - 2-haloacrylate reductase
Sevir.3G384000,Chr_03,46559020,46561898,
Sevir.5G016200,Chr_05,1175130,1178271,(1 of 3) KOG4711 - Predicted membrane protein
Sevir.9G557700,Chr_09,54600517,54603847,
Sevir.4G032800,Chr_04,2299972,2305503,(1 of 2) PTHR31429:SF1 - WRKY FAMILY TRANSCRIPTION FACTOR-RELATED
Sevir.8G225500,Chr_08,36800248,36810853,
Sevir.5G113900,Chr_05,9237373,9240167,
Sevir.9G272800,Chr_09,23344559,23356404,
Sevir.3G106700,Chr_03,6939715,6943894,(1 of 2) K12850 - pre-mRNA-splicing factor 38B (PRPF38B)
Sevir.9G375000,Chr_09,41217831,41222355,
Sevir.2G032100,Chr_02,2564702,2566021,(1 of 87) K10523 - speckle-type POZ protein (SPOP)
Sevir.1G069601,Chr_01,6298907,6299528,
Sevir.5G088900,Chr_05,7173448,7178565,
Sevir.8G069200,Chr_08,6906013,6907911,(1 of 12) PTHR24298:SF58 - CYTOCHROME P450 76C1
Sevir.3G113400,Chr_03,7449511,7454082,
Sevir.1G176201,Chr_01,24920624,24921097,
Sevir.3G166700,Chr_03,11613439,11619910,(1 of 9) K06966 - uncharacterized protein (K06966)
Sevir.1G095700,Chr_01,8403478,8404813,(1 of 1) PTHR22952//PTHR22952:SF182 - CAMP-RESPONSE ELEMENT BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED
Sevir.2G333100,Chr_02,39901136,39903807,
Sevir.6G125500,Chr_06,19969383,19969586,
Sevir.9G176900,Chr_09,12056516,12063463,(1 of 1) PTHR22594//PTHR22594:SF35 - ASPARTYL/LYSYL-TRNA SYNTHETASE // LYSINE--TRNA LIGASE
Sevir.7G115500,Chr_07,19937638,19943448,(1 of 1) PTHR21347//PTHR21347:SF0 - CLEFT LIP AND PALATE ASSOCIATED TRANSMEMBRANE PROTEIN-RELATED // CLEFT LIP AND PALATE TRANSMEMBRANE PROTEIN 1
Sevir.5G109800,Chr_05,8832082,8836574,
Sevir.9G325300,Chr_09,35780576,35783558,
Sevir.7G046400,Chr_07,12105289,12117108,
Sevir.1G252000,Chr_01,32106461,32108525,
Sevir.5G463200,Chr_05,45934742,45941309,
Sevir.9G498300,Chr_09,50781906,50786861,
Sevir.5G218700,Chr_05,26669686,26670723,
Sevir.9G176100,Chr_09,11986674,11991554,
Sevir.5G240400,Chr_05,29019127,29020922,"(1 of 34) PF04844 - Transcriptional repressor, ovate (Ovate)"
Sevir.9G122500,Chr_09,7666442,7667710,
Sevir.7G086900,Chr_07,17522015,17525671,
Sevir.5G127400,Chr_05,10570514,10576535,(1 of 1) PTHR31221:SF17 - WRKY TRANSCRIPTION FACTOR 13-RELATED
Sevir.9G316300,Chr_09,34830166,34847891,(1 of 1) K09533 - DnaJ homolog subfamily C member 13 (DNAJC13)
Sevir.7G067200,Chr_07,15268733,15269345,
Sevir.1G074000,Chr_01,6782116,6790193,
Sevir.1G015750,Chr_01,1343428,1344724,(1 of 3) KOG0617//KOG4579 - Ras suppressor protein (contains leucine-rich repeats) // Leucine-rich repeat (LRR) protein associated with apoptosis in muscle tissue
Sevir.4G106900,Chr_04,9664534,9666709,(1 of 8) 2.1.1.277 - Anthranilate O-methyltransferase
Sevir.9G409400,Chr_09,44121890,44124162,(1 of 1) PTHR10791//PTHR10791:SF39 - RAG1-ACTIVATING PROTEIN 1 // SUBFAMILY NOT NAMED
Sevir.4G104300,Chr_04,9341107,9344500,
Sevir.4G189301,Chr_04,13114794,13114964,
Sevir.6G004000,Chr_06,316245,319830,(1 of 279) PF00646 - F-box domain (F-box)
Sevir.1G217600,Chr_01,29187333,29192476,(1 of 2) PTHR23344//PTHR23344:SF29 - GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE // SUBFAMILY NOT NAMED
Sevir.3G204200,Chr_03,14743886,14745932,
Sevir.9G348500,Chr_09,38715876,38720620,
Sevir.3G056500,Chr_03,3619874,3623213,
Sevir.9G125100,Chr_09,7804367,7808722,(1 of 1) K13114 - pinin (PNN)
Sevir.3G290175,Chr_03,25254979,25255215,
Sevir.1G374300,Chr_01,41017061,41018476,(1 of 2) PTHR22814:SF100 - HEAVY METAL TRANSPORT/DETOXIFICATION DOMAIN-CONTAINING PROTEIN-RELATED
Sevir.1G303500,Chr_01,36076994,36078726,(1 of 7) PTHR13068//PTHR13068:SF39 - CGI-12 PROTEIN-RELATED // SUBFAMILY NOT NAMED
Sevir.9G436000,Chr_09,46218711,46225810,(1 of 3) K10728 - topoisomerase (DNA) II binding protein 1 (TOPBP1)
Sevir.5G348800,Chr_05,38401282,38402550,(1 of 1) PTHR12612//PTHR12612:SF10 - NUCLEAR TRANSPORT FACTOR 2 // NUCLEAR TRANSPORT FACTOR 2-LIKE PROTEIN
Sevir.9G460500,Chr_09,47995563,48000669,(1 of 3) K06119 - sulfoquinovosyltransferase (SQD2)
Sevir.5G204900,Chr_05,25646670,25650187,
Sevir.5G021800,Chr_05,1571826,1577926,
Sevir.2G274700,Chr_02,35405492,35408495,
Sevir.1G140900,Chr_01,14932788,14935797,
Sevir.8G225300,Chr_08,36793013,36797815,
Sevir.6G225000,Chr_06,33661634,33664689,(1 of 1) PTHR24073//PTHR24073:SF394 - FAMILY NOT NAMED // RAS-RELATED PROTEIN RABA5B-RELATED
Sevir.4G012501,Chr_04,876911,880413,(1 of 10) PF08879//PF08880 - WRC (WRC) // QLQ (QLQ)
Sevir.4G129000,Chr_04,23887216,23898466,
Sevir.8G163100,Chr_08,29278552,29278973,
Sevir.9G557300,Chr_09,54568053,54573021,
Sevir.5G071900,Chr_05,5769769,5772805,(1 of 8) PF06075 - Plant protein of unknown function (DUF936) (DUF936)
Sevir.6G194050,Chr_06,31470458,31471882,
Sevir.2G284700,Chr_02,36230278,36236865,(1 of 8) PF06075 - Plant protein of unknown function (DUF936) (DUF936)
Sevir.3G321400,Chr_03,33039341,33052731,
Sevir.3G037200,Chr_03,2308401,2311501,(1 of 3) PTHR10315//PTHR10315:SF35 - SEVEN IN ABSENTIA HOMOLOG // SUBFAMILY NOT NAMED
Sevir.1G158800,Chr_01,21898339,21900218,(1 of 3) 1.14.13.11 - Trans-cinnamate 4-monooxygenase / Cinnamic acid 4-monooxygenase
Sevir.4G284000,Chr_04,38017482,38022258,"(1 of 3) PTHR35742//PTHR35742:SF1 - FAMILY NOT NAMED // THYLAKOID LUMENAL 16.5 KDA PROTEIN, CHLOROPLASTIC"
Sevir.2G249500,Chr_02,33282911,33284088,
Sevir.9G384100,Chr_09,42260494,42264429,
Sevir.4G057800,Chr_04,4446213,4456513,
Sevir.9G258500,Chr_09,20739342,20741208,
Sevir.9G263100,Chr_09,21457286,21460928,(1 of 1) PTHR12197//PTHR12197:SF145 - SET AND MYND DOMAIN CONTAINING // SET DOMAIN-CONTAINING PROTEIN
Sevir.3G036900,Chr_03,2294731,2299655,"(1 of 2) K01869 - leucyl-tRNA synthetase (LARS, leuS)"
Sevir.1G292900,Chr_01,35365385,35372033,
Sevir.5G203500,Chr_05,25421103,25428541,(1 of 172) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2)
Sevir.5G376400,Chr_05,40203717,40209736,
Sevir.3G009100,Chr_03,528035,534427,
Sevir.3G426501,Chr_03,50223058,50223547,
Sevir.8G177750,Chr_08,31138891,31141919,(1 of 14) PF13041//PF13812 - PPR repeat family (PPR_2) // Pentatricopeptide repeat domain (PPR_3)
Sevir.1G101850,Chr_01,8787253,8788728,
Sevir.7G072000,Chr_07,16018871,16022455,(1 of 3) K10949 - ER lumen protein retaining receptor (KDELR)
Sevir.4G261900,Chr_04,36333463,36335527,
Sevir.9G214900,Chr_09,15590053,15592150,(1 of 2) PTHR11877//PTHR11877:SF25 - HYDROXYMETHYLGLUTARYL-COA SYNTHASE // SUBFAMILY NOT NAMED
Sevir.2G131600,Chr_02,13713342,13713961,
Sevir.6G152200,Chr_06,26785504,26785999,
